college_name,alias,abbreviation,transcripts,mid_year,letter_of_rec_required,letter_of_rec_total,people_for_letters,sat,sat_essay,act_essay,self_report,subject_tests,essays,supplemental_essays,acceptance_rate,population,national_ranking,tuition_normal,tuition_oos,early_decision,early_action,regular_decision,scholarship_date,interview,app_fee,app_site,common_app,coalition_app,college_logo,school_type,state,college_description,college_campus
Michigan State University,Michigan State,MSU,Not Required,Not Required,0,0,none,Required,Optional,Optional,Not Allowed,Optional,"1 / Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story. / The lessons we take from obstacles we encounter can be fundamental to later success. Recount a time when you faced a challenge, setback, or failure. How did it affect you, and what did you learn from the experience? / Reflect on a time when you questioned or challenged a belief or idea. What prompted your thinking? What was the outcome? / Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution. / Discuss an accomplishment, event, or realization that sparked a period of personal growth and a new understanding of yourself or others. / Describe a topic, idea, or concept you find so engaging that it makes you lose all track of time. Why does it captivate you? What or who do you turn to when you want to learn more? / Share an essay on any topic of your choice. It can be one you've already written, one that responds to a different prompt, or one of your own design.",,71.5,39423,10000,14460,39766,-1,1604188860,1610668860,1604188860,no,65,Common Application / Coalition Application,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Michigan_State_Athletics_logo.svg/1200px-Michigan_State_Athletics_logo.svg.png,Public,MI,"Michigan State University (MSU) is a public research university in East Lansing, Michigan. MSU was founded in 1855 and served as a model for land-grant universities later created under the Morrill Act of 1862. Michigan State is a member of the Association of American Universities, an organization of 65 leading research universities in the US and Canada. ",https://i.ibb.co/Sxj5LdG/44MSU.jpg
University of South Florida-Main Campus,U of South Florida,USF,Required,Not Required,0,0,n/a,Required,Optional,Optional,Not Allowed,Optional,n/a,,42.7,32238,104,4559,15473,-1,-1,1614556860,1610668860,n,30,Coalition Application / VZ CollegeApp: USF,n,y,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/South_Florida_Bulls_logo.svg/1200px-South_Florida_Bulls_logo.svg.png,Public,FL,"The University of South Florida (USF) is a public research university in Tampa, Florida. It is a member institution of the State University System of Florida. Founded in 1956, USF is the fourth-largest public university in the state of Florida. USF is classified among ""R1: Doctoral Universities – Very high research activity"".",https://i.ibb.co/6nYG7ds/45USF.jpg
Hofstra University,Hofstra,,Required,Required,2,2,Teacher / Counselor,Optional,Optional,Optional,Not Allowed,Optional,Common Application,"1 / In 500 words or fewer, please share why you are currently applying to Hofstra. (500)",68.5,6498,162,46450,46450,-1,1605398460,0,-1,n,70,Common Application / Hofstra Online Application,y,n,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fartstor.files.wordpress.com%2F2015%2F07%2Fhofstra_university-svg.png&f=1&nofb=1,Private,NY,"Hofstra University is a private university in Hempstead, New York. Long Island's largest private university, Hofstra originated in 1935 as an extension of New York University (NYU) under the name Nassau College – Hofstra Memorial of New York University at Hempstead, Long Island. It became independent Hofstra College in 1939 and gained university status in 1963. Comprising ten schools, including the Northwell School of Medicine and Deane School of Law, Hofstra is noted for a series of prominent Presidential conferences and hosting several United States presidential debates.",https://i.ibb.co/9h11f9y/46HU.jpg
Drexel University,Drexel,,Required,Required,2,4,Counselor / Any / ...,Required,Optional,Optional,Not Allowed,Optional,Common Application / Coalition,,74.7,15346,97,52146,52146,1605398460,1604188860,1610668860,-1,op,50,Common Application / Coalition Application,y,y,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fen%2Fthumb%2F1%2F16%2FDrexel_Dragons_logo.svg%2F1200px-Drexel_Dragons_logo.svg.png&f=1&nofb=1,Private,PA,"Drexel University is a private research university with its main campus in Philadelphia, Pennsylvania. It was founded in 1891 by Anthony J. Drexel, a financier and philanthropist. Drexel's cooperative education program (co-op) is a prominent aspect of the school's degree programs, offering students the opportunity to gain up to 18 months of paid, full-time work experience in a field relevant to their undergraduate major or graduate degree program prior to graduation.",https://i.ibb.co/xsnyF8B/47DU.jpg
CUNY Hunter College,Hunter College,,Required,Not Required,0,0,maybe,Required,Optional,Optional,Not Allowed,Optional,not sure,"4 / 1. Tell us about a significant experience, achievement, risk you have taken, or ethical dilemma you have faced and how it impacted you personally. (250-600) 2. Describe a specific interest or talent and how you have pursued it to date or wish to pursue it in the future. (250-600) 3. Provide both an essay question and response that you already completed via The Common Application. (250-600) 4. Submit an essay on the topic of your choice. (250-600)",37.9,7182,10000,14852,31233,-1,-1,1612137660,-1,n/a,65,Common Application / CUNY Application,y,n,https://www.mascotdb.com/sites/default/files/images/logos/40664.png,Public,NY,"Hunter College is one of the constituent colleges of the City University of New York, a public university in New York City. The college offers studies in more than one hundred undergraduate and postgraduate fields across five schools. It also administers Hunter College High School and Hunter College Elementary School.",https://i.ibb.co/nsDd4Xf/48CHC.jpg
University of Iowa,Iowa,UIowa,Not Required,Not Required,0,6,Teacher / Teacher / Teacher / Any / Any / Any,Required,Optional,Optional,Not Allowed,Optional,Common Application,,82.6,23482,84,8073,30036,-1,-1,1619827260,-1,n,40,Common Application / Coalition Application  / UI App,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Iowa_Hawkeyes_logo.svg/1200px-Iowa_Hawkeyes_logo.svg.png,Public,IA,"The University of Iowa (UI, U of I, UIowa, or simply Iowa[4]) is a public research university in Iowa City, Iowa. Located on an urban 1,880 acre campus on the banks of the Iowa River, the University of Iowa is classified among ""R1: Doctoral Universities – Very high research activity.""  The university is best known for its programs in health care, law, and the fine arts, with programs ranking among the top 25 nationally in those areas.",https://i.ibb.co/W04B9bX/49UI.jpg
Johns Hopkins University,Johns Hopkins,,Required,Required,3,3,Counselor / Teacher / Teacher,Required,Optional,Optional,Allowed,Optional,Common Application,"1 / Successful students at Johns Hopkins make the biggest impact by collaborating with others, including peers, mentors, and professors. Talk about a time, in or outside the classroom, when you worked with others and what you learned from the experience. (400)",15,5365,10,48710,48710,1605398460,-1,1609545660,-1,n,70,Common Application / Coalition Application,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Johns_Hopkins_Blue_Jays.svg/1200px-Johns_Hopkins_Blue_Jays.svg.png,Private,MD,"The Johns Hopkins University is a private research university in Baltimore, Maryland. Founded in 1876, the university was named for its first benefactor, the American entrepreneur, abolitionist, and philanthropist Johns Hopkins. Johns Hopkins University is considered the first research university in the United States.Over the course of several decades, the university has led all U.S. universities in annual research and development expenditures.",https://i.ibb.co/0B6QL9x/50JHU.jpg
North Carolina State University at Raleigh,NC State,NC State,Required,Required,0,2,Teacher / Any,Required,Optional,Optional,Allowed,Optional,Common Application / Coalition,,44.9,25973,84,6535,26654,-1,1604361660,1610668860,-1,n,85,Common Application / Coalition Application,y,y,https://i.pinimg.com/originals/36/2a/25/362a25066da649c84c9bb000066ba7ca.png,Public,NC,"North Carolina State University (also referred to as NCSU, NC State, or just State) is a public land-grant research university in Raleigh, North Carolina. Founded in 1887 and part of the University of North Carolinasystem, it is the largest university in the Carolinas. The university forms one of the corners of the Research Triangle together with Duke University in Durham and The University of North Carolina at Chapel Hill.",https://i.ibb.co/6n2FRYx/51NCSU.jpg
University at Buffalo,U of Buffalo,UB,Required,Not Required,0,3,Both / Any / Any,Required,Optional,Optional,Not Allowed,Optional,Common Application / Coalition,,61.1,21921,79,7070,24740,-1,1605398460,1612137660,1607990460,n,50,Common Application / Coalition Application  / SUNY Application,y,y,https://i.pinimg.com/originals/48/e3/ff/48e3ff335097dc1b9d8e0dfbb1e7684e.png,Public,NY,"The State University of New York at Buffalo commonly referred to as University at Buffalo (UB), is a public research university with campuses in Buffalo and Amherst, New York. It is the flagship campus of the State University of New York system, with the largest enrollment, largest endowment, and research funding as a comprehensive university center. The university was founded in 1846 as a private medical college and merged with the SUNY system in 1962.",https://i.ibb.co/2dq09tH/52UB.jpg
George Washington University,George Washington,GW,Required,Required,2,2,Teacher / Counselor,Optional,Optional,Optional,Not Allowed,Optional,Common Application,,41.9,12546,70,56845,56845,1604188801,-1,1609804860,-1,n,80,Common Application,y,n,https://images.squarespace-cdn.com/content/v1/5717ee8e1bbee08525c09f91/1466888045941-ZIPQ17MOXMFES2OGAZO0/ke17ZwdGBToddI8pDm48kDmvgM2_GYudIur22MWWiLdZw-zPPgdn4jUwVcJE1ZvW-sqr_Gezo6TlMOa8IzwuK_ut3m2EIRkoOCEuUXL6Bqkp2ryTI0HqTOaaUohrI8PI29l9-UHQrsKU5XxEd-Lyl_wjSaPlQ_KRPWhPqknKv00/image-asset.png?format=500w,Private,DC,"The George Washington University (GW or GWU) is a private research university in Washington, D.C. It was chartered in 1821 by an act of the United States Congress. George Washington's main Foggy Bottom Campus is located in the heart of Washington, D.C., with the International Monetary Fund and the World Bank located on campus and the White House and the U.S. Department of State within blocks of campus. GWU hosts numerous research centers and institutes, including the National Security Archive and the Institute for International Economic Policy.",https://i.ibb.co/6nw7fch/53GWU.jpg
Syracuse University,Syracuse,,Required,Required,3,3,Counselor / Teacher / Teacher,Required,Optional,Optional,Not Allowed,Optional,Common Application,,47,15275,54,52210,52210,1605398460,-1,1609459260,-1,op,85,Common Application / Coalition Application,y,y,https://i0.wp.com/fanapeel.com/wp-content/uploads/logo_-syracuse-university-orange-smiling-teeth-otto-the-orange.png?ssl=1,Private,NY,"Syracuse University (Syracuse, 'Cuse, or SU) is a private research university in Syracuse, New York. The campus is in the University Hill neighborhood of Syracuse, east and southeast of downtown, on one of the larger hills. Its large campus features an eclectic mix of buildings, ranging from nineteenth-century Romanesque Revival structures to contemporary buildings.",https://i.ibb.co/37gX58M/54SU.jpg
Georgia Institute of Technology-Main Campus,Georgia Tech,GT,Required,Required,0,2,Counselor / Teacher,Required,Optional,Optional,Allowed,Optional,One Common Application or One Coalition,"1 / Why do you want to study your chosen major at Georgia Tech, and how do you think Georgia Tech will prepare you to pursue opportunities in that field after graduation? (300)",20.6,16159,29,12682,33794,-1,-1,1609891260,1612051260,n,75,Common Application / Coalition Application,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Georgia_Tech%27s_Buzz_logo.svg/1200px-Georgia_Tech%27s_Buzz_logo.svg.png,Public,GA,"The Georgia Institute of Technology, commonly referred to as Georgia Tech or, in the state of Georgia, as Tech,[8] is a public research university and institute of technology in Atlanta, Georgia.[9] It is part of the University System of Georgia and has satellite campuses in Savannah, Georgia; Metz, France; Athlone, Ireland; Shenzhen, China; and Singapore. Georgia Tech is organized into six colleges and contains about 31 departments/units, with emphasis on science and technology.",https://i.ibb.co/hMY2b4T/55GIT.jpg
University of Maryland-College Park,Maryland,UMD,Required,Not Required,1,2,Counselor / Teacher,Required,Optional,Optional,Not Allowed,Optional,Coalition,,44.1,30511,64,10954,37588,-1,1604188860,1611100860,1604188860,n,75,Coalition Application,n,y,https://static1.squarespace.com/static/5717ee8e1bbee08525c09f91/t/576edf349f7456eedf846e32/1466883898480/?format=1500w,Public,MD,"The University of Maryland, College Park (University of Maryland, UMD, or simply Maryland) is a public research university in College Park, Maryland. Founded in 1856, UMD is the flagship institution of the University System ofMaryland.Itt is also the largest university in both the state and the Washington metropolitan area, with more than 41,000 students representing all fifty states and 123 countries, and a global alumni network of over 360,000.",https://i.ibb.co/7gtTJWt/56UM.jpg
University of Florida,University of Florida,UF,Not Required,Not Required,0,0,na,Required,Optional,Optional,Not Allowed,Optional,Common Application or Coalition,,38.8,35491,34,6390,28658,-1,-1,1604188860,1604188860,n,30,Common Application / Coalition Application,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Florida_Gators_gator_logo.svg/1200px-Florida_Gators_gator_logo.svg.png,Public,FL,"The University of Florida (Florida or UF) is a public land-grant, sea-grant, and space-grant research university in Gainesville, Florida. It is a senior member of the State University System of Florida and traces its origins to 1853 and has operated continuously on its Gainesville campus since September 1906. The university is classified among ""R1: Doctoral Universities – Very high research activity"".",https://i.ibb.co/CvbJ4Lf/57UF.jpg
Miami University-Oxford,Miami University,Miami,Required,Not Required,1,1,Both,Required,Optional,Optional,Not Allowed,Optional,Common Application,,80.4,17246,91,15909,35936,1604188860,7035916,1612137660,1606780860,n,50,Common Application,y,n,https://www.pinclipart.com/picdir/big/219-2193189_no-athlete-available-miami-university-oxford-mascot-clipart.png,Public,OH,"Miami University (informally Miami of Ohio or simply Miami) is a public research university in Oxford, Ohio. Miami University is well known for its liberal arts education; it offers more than 120 undergraduate degree programs and over 60 graduate degree programs within its 8 schools and colleges in architecture, business, engineering, humanities and the sciences.",https://i.ibb.co/t2nt5yt/58MU.jpg
Princeton University,Princeton,,Required,Required,3,3,Counselor / Teacher / Teacher,Required,Optional,Optional,Not Allowed,Recommended,Common Application or Coalition or Universal College App,"12 / Please briefly elaborate on one of your extracurricular activities or work experiences that was particularly meaningful to you. (150) / Please tell us how you have spent the last two summers (or vacations between school years), including any jobs you have held. (Roughly 150) / Tell us about a person who has influenced you in a significant way. / “One of the great challenges of our time is that the disparities we face today have more complex causes and point less straightforwardly to solutions.” Omar Wasow, assistant professor of politics, Princeton University. This quote is taken from Professor Wasow’s January 2014 speech at the Martin Luther King Day celebration at Princeton University. / “Culture is what presents us with the kinds of valuable things that can fill a life. And insofar as we can recognize the value in those things and make them part of our lives, our lives are meaningful.”  Gideon Rosen, Stuart Professor of Philosophy and chair,  Department of Philosophy, Princeton University. /  Using a favorite quotation from an essay or book you have read in the last three years as a starting point, tell us about an event or experience that helped you define one of your values or changed how you approach the world. Please write the quotation, title and author at the beginning of your essay. (250 - 650) / Your favorite book and its author / Your favorite website / Your favorite recording / Your favorite source of inspiration / Your favorite line from a movie or book and its title / Your favorite movie / Two adjectives your friends would use to describe you / Your favorite keepsake or memento / Your favorite word / Why you are interested in studying engineering, any experiences in or exposure to engineering you have had and how you think the programs in engineering offered at Princeton suit your particular interests.(300-500)",5.5,5428,1,69950,69950,-1,1604188860,1609459260,-1,n,70,Common Application / Coalition Application / Universal College Application,y,y,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fstatic1.squarespace.com%2Fstatic%2F5717ee8e1bbee08525c09f91%2F576f0b8e20099e977d0da86f%2F576f0ba5b3db2bd35f63ec5c%2F1467056462688%2FCollege%2BLogos_Princeton.png&f=1&nofb=1,Private,NJ,"Princeton University is a private Ivy League research university in Princeton, New Jersey. Princeton is the fourth-oldest institution of higher education in the United States and one of the nine colonial colleges chartered before the American Revolution. It has the largest endowment per student in the United States.",https://i.ibb.co/nnL0vwr/59PU.jpg
Washington University in St Louis,WashU,WUSTL,Required,Required,1,3,Counselor / Teacher / Teacher / Mentor,Required,Optional,Optional,Allowed,Optional,Common Application or Coalition,"1 / Tell us about something that really sparks your intellectual interest and curiosity and compels you to explore more in the program/area of study that you indicated. It could be an idea, book, project, cultural activity, work of art, start-up, music, movie, research, innovation, question, or other pursuit. (250)",15,7751,19,56300,56300,1604188860,-1,1609545660,1609891260,n,75,Common Application / Coalition Application,y,y,https://i.pinimg.com/originals/90/8c/1e/908c1e13e98a49ada1f14b7f8ed8b2a5.png,Private,MO,"Washington University in St. Louis (WashU, or WUSTL) is a private research university in Greater St. Louis with its main campus (Danforth) mostly in unincorporated St. Louis County, Missouri and Clayton, Missouri. It also has a West Campus in Clayton, North Campus in the West End neighborhood of St. Louis, Missouri, and Medical Campus in the Central West End neighborhood of St. Louis, Missouri.",https://i.ibb.co/mSb90G2/60WU.jpg
University of Pittsburgh-Pittsburgh Campus,U of Pittsburgh,,Not Required,Not Required,0,0,none,Required,Optional,Optional,Not Allowed,Optional,Common Application or Coalition or University of Pittsburgh application,"0 / Tell us about something you have read/watched/listened to that made an impact on you. Tell us why it made an impact. (200-300) / If you could create a new product, process, business, or organization, what would this entity look like? (We especially encourage applicants interested in the College of Business Administration or the Swanson School of Engineering to respond to this question.) (200-30) / What else should we know about you? Take this opportunity to tell the Admissions Committee anything else you think we should know as we review your application for admission. (200-300)",49,17181,57,19080,32052,-1,-1,0,-1,n,55,Common Application / Coalition Application / University of Pittsburgh Application,y,y,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fi.pinimg.com%2Foriginals%2Ffc%2F0e%2F93%2Ffc0e93b997de63379a0ba85f4695da14.png&f=1&nofb=1,Public,PA,"The University of Pittsburgh (Pitt) is a public research university in Pittsburgh, Pennsylvania. Pitt is ranked among the top research universities in the United States in both domestic[8][9] and international rankings[10][11][12][13] and it has been listed as a ""best value"" in higher education by several publications.",https://i.ibb.co/MgfR28d/61UP.jpg
Florida State University,Florida State,FSU,Not Required,Not Required,0,0,none,Required,Optional,Optional,Allowed,Optional,0 / Common Application or Coalition or FSU application,,36,33038,57,6516,21683,-1,-1,1614556860,1604188860,n,35,Common Application / Coalition Application / FSU Application,y,y,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/1200px-Florida_State_Seminoles_logo.svg.png,Public,FL,"Florida State University (Florida State or FSU) is a public space-grant and sea-grant research university in Tallahassee, Florida. It is a senior member of the State University System of Florida. Founded in 1851, it is located on the oldest continuous site of higher education in the state of Florida. The university is classified among ""R1: Doctoral Universities – Very high research activity"".",https://i.ibb.co/1ZHkXq5/62FSU.jpg
Boston College,Boston College,,Required,Required,3,3,Counselor / Teacher / Teacher,Required,Optional,Optional,Not Allowed,Optional,Common Application,"1 / Great art evokes a sense of wonder. It nourishes the mind and spirit. Is there a particular song, poem, speech, or novel from which you have drawn insight or inspiration? (400) /
When you choose a college, you will join a new community of people who have different backgrounds, experiences, and stories. What is it about your background, your experiences, or your story, that will enrich Boston College’s community? (400) /
Boston College strives to provide an undergraduate learning experience emphasizing the liberal arts, quality teaching, personal formation, and engagement of critical issues. If you had the opportunity to create your own college course, what enduring question or contemporary problem would you address and why? (400) / Jesuit education considers the liberal arts a pathway to intellectual growth and character formation. What beliefs and values inform your decisions and actions today, and how will Boston College assist you in becoming a person who thinks and acts for the common good? (400)",28,9377,37,56780,56780,1604188860,-1,1609459260,1604188860,n,80,Common Application,y,n,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Boston_College_Eagles_logo.svg/1200px-Boston_College_Eagles_logo.svg.png,Private,MA,"Boston College (BC) is a private Jesuit research university in Chestnut Hill, Massachusetts, founded in 1863. Although Boston College is classified as an R1 research university, it still uses the word ""college"" in its name to reflect its historical position as a small liberal arts college. Its main campus is a historic district and features some of the earliest examples of collegiate gothic architecture in North America.",https://i.ibb.co/W6yT0Br/63BC.jpg
University of Michigan - Ann Arbor,Michigan,UMich,Required,Not Required,1,1,academic Teacher,Required,Optional,Optional,Not Allowed,Optional,Common Application or Coalition app,"2 / Everyone belongs to many different communities and/or groups defined by (among other things) shared geography, religion, ethnicity, income, cuisine, interest, race, ideology, or intellectual heritage. Choose one of the communities to which you belong, and describe that community and your place within it. (300) / Describe the unique qualities that attract you to the specific undergraduate College or School (including preferred admission and dual degree programs) to which you are applying at the University of Michigan. How would that curriculum support your interests? (550)",22.9,30318,25,15558,51200,-1,1604188860,1612137660,-1,op,75,Common Application / Coalition Application,y,y,https://i.pinimg.com/originals/2f/23/d1/2f23d1e1501d163585ab7891c8851c95.png,Public,MI,"The University of Michigan (UM, U-M, U of M, or UMich), often simply referred to as Michigan, is a public research university in Ann Arbor, Michigan. The university is Michigan's oldest; it was founded in 1817 in Detroit, as the Catholepistemiad, or the University of Michigania, 20 years before the territory became a state. Considered one of the foremost research universities in the United States with annual research expenditures approaching $1.5 billion,[10][11] Michigan is classified among ""R1: Doctoral Universities – Very high research activity"".",https://i.ibb.co/tQPJdZg/64UM.jpg
University of Southern California,USC,USC,Required,Required,1,1,Counselor/Teacher,Required,Optional,Optional,Not Allowed,Optional,Common Application,"1 / USC believes that one learns best when interacting with people of different backgrounds, experiences and perspectives. Tell us about a time you were exposed to a new idea or when your beliefs were challenged by another point of view. Please discuss the significance of the experience and its effect on you. / USC faculty place an emphasis on interdisciplinary academic opportunities. Describe something outside of your intended academic focus about which you are interested in learning. / What is something about yourself that is essential to understanding you?
",11,20500,22,57526,57526,-1,-1,1606780860,1610668860,n,85,Common Application,y,n,https://i.pinimg.com/originals/d7/11/d2/d711d217b197b9836b05a53c5bf83b86.png,Private,CA,"The University of Southern California (USC, SC, or Southern Cal[a]) is a private research university in Los Angeles, California. Founded in 1880, it is the oldest private research university in California. USC was one of the earliest nodes on ARPANET and is the birthplace of the Domain Name System.[11] Other technologies invented at USC include DNA computing, dynamic programming, image compression, VoIP, and antivirus software.",https://i.ibb.co/vsS4jKY/65USC.jpg
Pennsylvania State University - Main Campus,Penn State,PSU,Not Required,Not Required,0,0,na,Required,Optional,Optional,Not Allowed,Optional,,"0 / Please tell us something about yourself, your experiences, or activities that you believe would reflect positively on your ability to succeed at Penn State. This is your opportunity to tell us something about yourself that is not already reflected in your application or academic records. (500)

",57.6,81080,57,18454,34858,-1,-1,0,-1,n,65,Common Application / Coalition Application / myPennState,y,n,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Penn_State_Nittany_Lions_logo.svg/1200px-Penn_State_Nittany_Lions_logo.svg.png,Public,PA,"The Pennsylvania State University (Penn State or PSU) is a public, land-grant research university with campuses and facilities throughout Pennsylvania. Founded in 1855 as the Farmers' High School of Pennsylvania Penn State conducts teaching, research, and public service. Its instructional mission includes undergraduate, graduate, professional and continuing education offered through resident instruction and online delivery.",https://i.ibb.co/9YqjzVS/66PSU.jpg
Northeastern University,Northeastern,,Required,Required,2,2,Counselor/Teacher,Required,Optional,Optional,Allowed,Optional,Common Application or Coalition app,,19,14627,40,50450,50450,1604188860,1604188860,1609459260,-1,n,75,Common Application / Coalition Application,y,n,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Northeastern_Huskies_primary_logo.svg/1200px-Northeastern_Huskies_primary_logo.svg.png,Private,MA,"Northeastern University (NU or NEU) is a private research university in Boston, Massachusetts, established in 1898. It is categorized as an R1 institution (Doctoral Universities: Very High Research Activity).  Northeastern features a cooperative education program, more commonly known as ""co-op"", that integrates classroom study with professional experience and contains over 3,100 partners across all seven continents.",https://i.ibb.co/Zhn6DMj/67NU.jpg
University of Minnesota - Twin Cities,U of Minnesota,,Not Required,Not Required,0,0,na,Required,Optional,Optional,Allowed,Optional,none,"0 / Please include an explanation of why you would like to study the major(s) you have selected. You may also use this space to indicate your interest in other major(s) in the colleges listed above. (150) / The University values diversity, broadly defined to include diversity of experiences, perspectives, backgrounds, and talents. Enrolling a diverse community of scholars interested in learning with and from each other fosters discussion and discovery inside and outside of the classroom. Please share briefly how you might contribute to, or benefit from, our community of scholars. (150)",49.3,31455,70,14760,30438,-1,1604188860,1609459260,1604188860,n,55,Common Application / Coalition Application / Golden Gopher Application,y,n,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fcdn3.sportngin.com%2Fattachments%2Fnews_article%2F2092%2F1731%2Fgopherslogo1_large.png&f=1&nofb=1,Public,MN,"The University of Minnesota, Twin Cities, (the U of M, UMN, Minnesota, or simply the U) is a public research university in the Twin Cities of Minneapolis and Saint Paul, Minnesota. The Twin Cities campus comprises locations in Minneapolis and St. Paul approximately 3 miles (4.8 km) apart, and the St. Paul location is in neighboring Falcon Heights.[8] The Twin Cities campus is the oldest and largest in the University of Minnesota system and has the sixth-largest main campus student body in the United States.",https://i.ibb.co/ZKtgc1S/68UM.jpg
Purdue University - Main Campus,Purdue,,Required,Not Required,0,2,Teacher / Any,Required,Optional,Optional,Allowed,Optional,Common Application or Coalition app,"2 / How will opportunities at Purdue support your interests, both in and out of the classroom? (100) / Briefly discuss your reasons for pursuing the major you have selected. (100)
",59.8,32672,57,9992,28794,-1,1604188860,1610668860,1604188860,n,60,Common Application / Coalition Application,y,n,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Purdue_Boilermakers_logo.svg/1200px-Purdue_Boilermakers_logo.svg.png,Public,IN,"Purdue University is a public research university in West Lafayette, Indiana, and the flagship campus of the Purdue University system. The main campus in West Lafayette offers more than 200 majors for undergraduates, over 69 masters and doctoral programs, and professional degrees in pharmacy and veterinary medicine.",https://i.ibb.co/jJhpC0x/69.jpg
California Polytechnic State University - San Luis Obispo,Cal Poly SLO,SLO,Not Required,Not Required,0,0,na,Required,Optional,Optional,Allowed,Optional,none,,28.4,21812,10000,9816,21696,-1,-1,1606694460,-1,n,70,Cal State Apply,n,n,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Cal_Poly_Mustangs_logo.svg/1200px-Cal_Poly_Mustangs_logo.svg.png,Public,CA,"California Polytechnic State University (California Polytechnic State University, San Luis Obispo, Cal Poly San Luis Obispo, or Cal Poly]) is a public university in San Luis Obispo, California. It is one of two polytechnics in the California State University system. The academic focus is fostering a comprehensive undergraduate education, combining technical and professional curricula with the arts and humanities.

",https://i.ibb.co/Rbp5zsm/70-CPSUSLO.jpg